Dispatch_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Yarn_Type,Denier,Packaging,Quantity,Spools_per_Unit,Spool_Weight_kg,Total_Weight_kg,Vendor_Name,Customer_Name,Destination_City,Vehicle_Number,Delivery_status,Delay_Reason,Cost_INR
D00148,05-09-2024,06-09-2024,06-09-2024,FDY,250/48,Box,14,2,8,224,Krishna Textile Suppliers,Indo Count Industries,Vapi,GJ-96-X-9935,On Time,,21559.03
D00149,29-01-2024,03-02-2024,03-02-2024,POY,250/48,Pallet,16,42,15,10080,Shree Ram Textiles,Filatex India,Pune,GJ-13-X-5506,On Time,,7003.96
D00150,09-08-2024,11-08-2024,11-08-2024,POY,250/48,Pallet,16,42,15,10080,Hanuman Yarn Mills,JBF Industries,Navsari,GJ-91-X-2824,On Time,,24278.28
D00151,02-07-2023,03-07-2023,,POY,400/144,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Garden Silk Mills,Surat,GJ-96-X-9935,Failed,Weather,21724.06
D00152,05-08-2023,10-08-2023,10-08-2023,POY,250/48,Pallet,14,42,15,8820,Surat Silk House,Sutlej Textiles,Surat,GJ-39-X-9279,On Time,,15486.37
D00153,08-04-2024,09-04-2024,09-04-2024,FDY,300/72,Box,11,2,8,176,Om Sai Yarn Traders,Alok Industries,Ahmedabad,GJ-87-X-1434,On Time,,5281.68
D00154,26-05-2024,30-05-2024,04-06-2024,POY,500/96,Pallet,16,42,15,10080,Gujarat Yarn Traders,Grasim Industries,Surat,GJ-91-X-2824,Delayed,Route Issue,7812.24
D00155,03-04-2023,06-04-2023,,FDY,300/72,Box,12,2,8,192,Unknown,Reliance Industries,Silvassa,GJ-21-X-4582,Failed,Route Issue,18855.37
D00156,04-12-2023,09-12-2023,,FDY,250/48,Box,17,2,8,272,Om Sai Yarn Traders,Vardhman Group,Surat,GJ-21-X-4582,Failed,Route Issue,12350.88
D00157,18-01-2023,22-01-2023,26-01-2023,POY,300/72,Pallet,16,42,15,10080,Laxmi Fibre Industries,Nahar Spinning,Vapi,GJ-21-X-7912,Delayed,Weather,20747.41
D00158,05-03-2022,10-03-2022,,POY,400/144,Pallet,12,42,15,7560,Navsari Thread Co,SRF Limited,Surat,GJ-87-X-1434,Failed,Weather,15406.83
D00159,02-04-2023,03-04-2023,03-04-2023,FDY,250/48,Box,21,2,8,336,Vapi Yarn Depot,Century Textiles,Navsari,GJ-91-X-2824,On Time,,14247.57
D00160,03-02-2024,05-02-2024,05-02-2024,FDY,300/72,Box,5,2,8,80,Shree Ram Textiles,Century Textiles,Silvassa,GJ-21-X-4582,On Time,,24882.47
D00161,04-07-2022,06-07-2022,12-07-2022,POY,500/288,Pallet,15,42,15,9450,Surat Silk House,Grasim Industries,Navsari,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,12549.93
D00162,02-07-2022,07-07-2022,07-07-2022,POY,500/288,Pallet,12,42,15,7560,Silvassa Fibre Co,Nahar Spinning,Navsari,GJ-39-X-9279,On Time,,24569.81
D00163,23-04-2024,25-04-2024,25-04-2024,FDY,600/288,Box,17,2,8,272,Surat Silk House,Bombay Dyeing,Navsari,GJ-14-X-1488,On Time,,19500.48
D00164,10-03-2022,11-03-2022,11-03-2022,POY,500/96,Pallet,13,42,15,8190,Krishna Textile Suppliers,Indo Rama Synthetics,Pune,GJ-27-X-2679,On Time,,9894.68
D00165,31-05-2023,03-06-2023,03-06-2023,POY,250/48,Pallet,13,42,15,8190,Hanuman Yarn Mills,Reliance Industries,Ahmedabad,GJ-41-X-4657,On Time,,18450.64
D00166,09-10-2022,10-10-2022,10-10-2022,POY,300/72,Pallet,14,42,15,8820,Navsari Thread Co,Garden Silk Mills,Navsari,GJ-14-X-1488,On Time,,14912.42
D00167,23-02-2023,25-02-2023,25-02-2023,FDY,600/288,Box,18,2,8,288,Silvassa Fibre Co,SRF Limited,Pune,GJ-91-X-2824,On Time,,11014.73
D00168,27-06-2023,29-06-2023,29-06-2023,FDY,300/72,Box,22,2,8,352,Patel Yarn Agency,Pasupati Fabrics,Vapi,GJ-27-X-2679,On Time,,13995.74
D00169,21-11-2023,26-11-2023,26-11-2023,POY,500/288,Pallet,15,42,15,9450,Rajesh Spinning Co,Raymond Fabrics,Pune,GJ-27-X-2679,On Time,,19486.1
D00170,05-08-2022,07-08-2022,,FDY,300/72,Box,5,2,8,80,Om Sai Yarn Traders,JBF Industries,Surat,GJ-39-X-9279,Failed,Vehicle Breakdown,19075.37
D00171,23-04-2023,28-04-2023,28-04-2023,FDY,300/72,Box,17,2,8,272,Patel Yarn Agency,Indo Count Industries,Navsari,GJ-21-X-4582,On Time,,14320.08
D00172,17-11-2022,21-11-2022,21-11-2022,FDY,250/48,Box,16,2,8,256,Rajesh Spinning Co,Unknown,Navsari,GJ-14-X-1488,On Time,,16066.23
D00173,04-12-2022,06-12-2022,06-12-2022,FDY,250/48,Box,11,2,8,176,Rajesh Spinning Co,Nahar Spinning,Pune,GJ-21-X-4582,On Time,,18696.93
D00174,25-03-2024,28-03-2024,28-03-2024,FDY,250/48,Box,28,2,8,448,Om Sai Yarn Traders,SRF Limited,Silvassa,GJ-39-X-9279,On Time,,15842.74
D00175,22-02-2024,23-02-2024,23-02-2024,POY,250/48,Pallet,12,42,15,7560,Rajesh Spinning Co,Nahar Spinning,Silvassa,GJ-87-X-1434,On Time,,9374.39
D00176,17-01-2022,18-01-2022,18-01-2022,FDY,600/288,Box,20,2,8,320,Unknown,Arvind Mills,Vapi,GJ-14-X-1488,On Time,,15714.76
D00177,21-06-2023,23-06-2023,23-06-2023,POY,250/48,Pallet,12,42,15,7560,Navsari Thread Co,Filatex India,Pune,GJ-21-X-4582,On Time,,20898.73
D00178,02-12-2023,03-12-2023,10-12-2023,POY,500/96,Pallet,14,42,15,8820,Gujarat Yarn Traders,Grasim Industries,Surat,GJ-13-X-5506,Delayed,Vehicle Breakdown,
D00179,14-03-2024,17-03-2024,17-03-2024,FDY,300/72,Box,25,2,8,400,Rajesh Spinning Co,Vardhman Group,Navsari,GJ-87-X-1434,On Time,,9595.33
D00180,04-08-2024,05-08-2024,08-08-2024,FDY,300/72,Box,6,2,8,96,Unknown,Trident Group,Pune,GJ-13-X-5506,Delayed,Vehicle Breakdown,7883.83
D00181,04-09-2022,09-09-2022,13-09-2022,FDY,250/48,Box,23,2,8,368,Ahmedabad Fibre Works,Bombay Dyeing,Ahmedabad,GJ-91-X-2824,Delayed,Route Issue,6568.55
D00182,08-05-2024,09-05-2024,09-05-2024,POY,300/72,Pallet,13,42,15,8190,Laxmi Fibre Industries,Indo Rama Synthetics,Ahmedabad,GJ-21-X-4582,On Time,,20471.1
D00183,21-07-2023,25-07-2023,25-07-2023,FDY,250/48,Box,16,2,8,256,Bhavna Textiles,Reliance Industries,Navsari,GJ-13-X-5506,On Time,,17372.32
D00184,25-01-2023,27-01-2023,30-01-2023,POY,500/288,Pallet,13,42,15,8190,Unknown,Raymond Fabrics,Surat,GJ-13-X-5506,Delayed,Route Issue,12198.35
D00185,25-07-2023,30-07-2023,30-07-2023,POY,300/72,Pallet,15,42,15,9450,Gujarat Yarn Traders,Arvind Mills,Pune,GJ-91-X-2824,On Time,,16938.49
D00186,08-03-2024,09-03-2024,14-03-2024,FDY,300/72,Box,17,2,8,272,Navsari Thread Co,Filatex India,Pune,GJ-41-X-4657,Delayed,Weather,7776.8
D00187,10-10-2022,14-10-2022,14-10-2022,POY,500/96,Pallet,15,42,15,9450,Laxmi Fibre Industries,Raymond Fabrics,Vapi,GJ-27-X-2679,On Time,,19417.99
D00188,08-11-2022,09-11-2022,,FDY,250/48,Box,9,2,8,144,Rajesh Spinning Co,Indo Rama Synthetics,Navsari,GJ-87-X-1434,Failed,Route Issue,13804.46
D00189,10-09-2023,12-09-2023,12-09-2023,POY,500/288,Pallet,14,42,15,8820,Silvassa Fibre Co,Grasim Industries,Vapi,GJ-27-X-2679,On Time,,18899.16
D00190,16-04-2024,20-04-2024,20-04-2024,FDY,300/72,Box,13,2,8,208,Hanuman Yarn Mills,Reliance Industries,Silvassa,GJ-21-X-4582,On Time,,8598.54
D00191,01-05-2024,02-05-2024,09-05-2024,POY,300/72,Pallet,14,42,15,8820,Bhavna Textiles,JBF Industries,Pune,GJ-14-X-1488,Delayed,Alternate_Contact_Delivery,10053.63
D00192,06-05-2023,11-05-2023,11-05-2023,POY,300/72,Pallet,16,42,15,10080,Vapi Yarn Depot,Century Textiles,Vapi,GJ-87-X-1434,On Time,,12190.59
D00193,05-11-2023,08-11-2023,08-11-2023,POY,250/48,Pallet,13,42,15,8190,Navsari Thread Co,Welspun Textiles,Ahmedabad,GJ-14-X-1488,On Time,,17934.87
D00194,22-09-2022,24-09-2022,24-09-2022,POY,250/48,Pallet,12,42,15,7560,Vapi Yarn Depot,SRF Limited,Navsari,GJ-87-X-1434,On Time,,13915.57
D00195,10-05-2023,11-05-2023,11-05-2023,POY,500/288,Pallet,12,42,15,7560,Hanuman Yarn Mills,Raymond Fabrics,Pune,GJ-27-X-2679,On Time,,7833.5
D00196,10-04-2022,14-04-2022,18-04-2022,FDY,300/72,Box,20,2,8,320,Gujarat Yarn Traders,Sutlej Textiles,Silvassa,GJ-41-X-4657,Delayed,Route Issue,5451.7
D00197,20-07-2023,22-07-2023,22-07-2023,POY,400/144,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Alok Industries,Pune,GJ-14-X-1488,On Time,,8689.04
D00198,06-04-2023,11-04-2023,11-04-2023,POY,400/144,Pallet,13,42,15,8190,Shree Ram Textiles,Pasupati Fabrics,Silvassa,GJ-39-X-9279,On Time,,21174.6
D00199,21-07-2022,25-07-2022,25-07-2022,POY,500/288,Pallet,14,42,15,8820,Bhavna Textiles,JBF Industries,Vapi,GJ-13-X-5506,On Time,,16939.42
D00200,25-09-2023,27-09-2023,03-10-2023,FDY,300/72,Box,19,2,8,304,Hanuman Yarn Mills,Indo Rama Synthetics,Silvassa,GJ-41-X-4657,Delayed,Route Issue,11263.71
D00201,08-06-2023,12-06-2023,12-06-2023,FDY,600/288,Box,9,2,8,144,Silvassa Fibre Co,Reliance Industries,Navsari,GJ-41-X-4657,On Time,,17710.03
D00202,24-05-2022,26-05-2022,26-05-2022,POY,300/72,Pallet,14,42,15,8820,Krishna Textile Suppliers,Indo Rama Synthetics,Pune,GJ-39-X-9279,On Time,,5191.67
D00203,19-05-2023,23-05-2023,27-05-2023,FDY,300/72,Box,26,2,8,416,Silvassa Fibre Co,Raymond Fabrics,Surat,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,9410.59
D00204,14-04-2023,19-04-2023,26-04-2023,FDY,250/48,Box,29,2,8,464,Vapi Yarn Depot,Filatex India,Ahmedabad,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,20502.26
D00205,12-08-2022,16-08-2022,16-08-2022,POY,300/72,Pallet,16,42,15,10080,Rajesh Spinning Co,Nahar Spinning,Silvassa,GJ-21-X-4582,On Time,,13994.65
D00206,10-04-2024,15-04-2024,22-04-2024,POY,500/96,Pallet,13,42,15,8190,Silvassa Fibre Co,Indo Rama Synthetics,Ahmedabad,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,9138.85
D00207,22-06-2022,25-06-2022,,FDY,600/288,Box,22,2,8,352,Patel Yarn Agency,Reliance Industries,Silvassa,GJ-41-X-4657,Failed,Route Issue,24709.77
D00208,06-06-2024,08-06-2024,10-06-2024,FDY,250/48,Box,13,2,8,208,Silvassa Fibre Co,Trident Group,Vapi,GJ-96-X-9935,Delayed,Weather,18524.69
D00209,19-03-2022,20-03-2022,20-03-2022,FDY,300/72,Box,19,2,8,304,Om Sai Yarn Traders,Indo Count Industries,Vapi,GJ-91-X-2824,On Time,,14093.91
D00210,20-05-2024,21-05-2024,25-05-2024,POY,300/72,Pallet,14,42,15,8820,Ahmedabad Fibre Works,Pasupati Fabrics,Surat,GJ-87-X-1434,Delayed,Weather,10671.86
D00211,20-02-2024,21-02-2024,21-02-2024,FDY,300/72,Box,26,2,8,416,Unknown,Alok Industries,Pune,GJ-27-X-2679,On Time,,8159.67
D00212,14-06-2024,17-06-2024,17-06-2024,POY,500/288,Pallet,13,42,15,8190,Surat Silk House,Indo Count Industries,Navsari,GJ-96-X-9935,On Time,,17978.22
D00213,22-12-2023,23-12-2023,23-12-2023,POY,300/72,Pallet,12,42,15,7560,Krishna Textile Suppliers,Raymond Fabrics,Navsari,GJ-21-X-7912,On Time,,
D00214,05-05-2023,06-05-2023,06-05-2023,POY,300/72,Pallet,13,42,15,8190,Gujarat Yarn Traders,Vardhman Group,Surat,GJ-41-X-4657,On Time,,10985.11
D00215,09-01-2022,14-01-2022,18-01-2022,POY,400/144,Pallet,16,42,15,10080,Om Sai Yarn Traders,Pasupati Fabrics,Surat,GJ-13-X-5506,Delayed,Route Issue,13234.2
D00216,27-08-2023,31-08-2023,31-08-2023,POY,500/96,Pallet,12,42,15,7560,Ahmedabad Fibre Works,Trident Group,Vapi,GJ-87-X-1434,On Time,,17892.41
D00217,18-05-2024,21-05-2024,21-05-2024,FDY,600/288,Box,5,2,8,80,Navsari Thread Co,Filatex India,Surat,GJ-21-X-4582,On Time,,17923.4
D00218,27-05-2023,01-06-2023,01-06-2023,FDY,250/48,Box,12,2,8,192,Hanuman Yarn Mills,Arvind Mills,Vapi,GJ-14-X-1488,On Time,,7639.66
D00219,26-06-2022,30-06-2022,,FDY,600/288,Box,26,2,8,416,Shree Ram Textiles,Reliance Industries,Pune,GJ-39-X-9279,Failed,Vehicle Breakdown,5796.54
D00220,29-05-2023,02-06-2023,02-06-2023,FDY,600/288,Box,27,2,8,432,Ahmedabad Fibre Works,Raymond Fabrics,Silvassa,GJ-39-X-9279,On Time,,8053.61
D00221,01-12-2022,05-12-2022,05-12-2022,POY,500/96,Pallet,16,42,15,10080,Laxmi Fibre Industries,Raymond Fabrics,Surat,GJ-13-X-5506,On Time,,24068.56
D00222,19-09-2023,24-09-2023,24-09-2023,FDY,250/48,Box,19,2,8,304,Bhavna Textiles,Garden Silk Mills,Ahmedabad,GJ-39-X-9279,On Time,,19029.99
D00223,10-05-2022,13-05-2022,14-05-2022,FDY,250/48,Box,16,2,8,256,Surat Silk House,Century Textiles,Silvassa,GJ-21-X-4582,Delayed,Vehicle Breakdown,19246.46
D00224,26-02-2022,02-03-2022,04-03-2022,FDY,600/288,Box,16,2,8,256,Silvassa Fibre Co,Indo Count Industries,Navsari,GJ-39-X-9279,Delayed,Route Issue,18482.41
D00225,08-09-2022,09-09-2022,09-09-2022,POY,250/48,Pallet,12,42,15,7560,Ahmedabad Fibre Works,Bombay Dyeing,Navsari,GJ-14-X-1488,On Time,,5707.27
D00226,03-03-2023,06-03-2023,06-03-2023,POY,500/288,Pallet,13,42,15,8190,Gujarat Yarn Traders,Reliance Industries,Vapi,GJ-91-X-2824,On Time,,23038.82
D00227,05-06-2024,08-06-2024,11-06-2024,FDY,250/48,Box,19,2,8,304,Gujarat Yarn Traders,SRF Limited,Navsari,GJ-87-X-1434,Delayed,Route Issue,10831.9
D00228,29-08-2023,02-09-2023,,POY,300/72,Pallet,14,42,15,8820,Om Sai Yarn Traders,SRF Limited,Surat,GJ-39-X-9279,Failed,Weather,5127.56
D00229,17-06-2024,18-06-2024,,FDY,600/288,Box,27,2,8,432,Laxmi Fibre Industries,Grasim Industries,Surat,GJ-14-X-1488,Failed,Vehicle Breakdown,7078.98
D00230,30-12-2023,02-01-2024,02-01-2024,FDY,250/48,Box,9,2,8,144,Hanuman Yarn Mills,Nahar Spinning,Navsari,GJ-13-X-5506,On Time,,19016.94
D00231,15-10-2023,19-10-2023,19-10-2023,POY,400/144,Pallet,13,42,15,8190,Navsari Thread Co,Welspun Textiles,Ahmedabad,GJ-14-X-1488,On Time,,9735.43
D00232,06-10-2022,08-10-2022,08-10-2022,FDY,300/72,Box,19,2,8,304,Modi Spinning Mills,Bombay Dyeing,Pune,GJ-21-X-7912,On Time,,8108.21
D00233,02-01-2023,04-01-2023,04-01-2023,FDY,250/48,Box,22,2,8,352,Krishna Textile Suppliers,Indo Count Industries,Navsari,GJ-87-X-1434,On Time,,21151.94
D00234,01-06-2022,02-06-2022,05-06-2022,POY,500/96,Pallet,14,42,15,8820,Vapi Yarn Depot,Welspun Textiles,Pune,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,24813.53
D00235,15-04-2022,17-04-2022,17-04-2022,POY,250/48,Pallet,15,42,15,9450,Shree Ram Textiles,Nahar Spinning,Navsari,GJ-13-X-5506,On Time,,12444.79
D00236,08-03-2022,10-03-2022,,FDY,250/48,Box,5,2,8,80,Laxmi Fibre Industries,Bombay Dyeing,Pune,GJ-91-X-2824,Delayed,Alternate_Contact_Delivery,21177.74
D00237,21-04-2024,25-04-2024,25-04-2024,POY,400/144,Pallet,15,42,15,9450,Ahmedabad Fibre Works,Century Textiles,Surat,GJ-91-X-2824,On Time,,8743.02
D00238,26-02-2023,03-03-2023,03-03-2023,POY,500/288,Pallet,15,42,15,9450,Gujarat Yarn Traders,Indo Count Industries,Surat,GJ-39-X-9279,On Time,,17853.05
D00239,07-05-2023,12-05-2023,15-05-2023,POY,300/72,Pallet,14,42,15,8820,Ahmedabad Fibre Works,Indo Count Industries,Ahmedabad,GJ-91-X-2824,Delayed,Route Issue,9380.4
D00240,25-02-2024,01-03-2024,,FDY,600/288,Box,16,2,8,256,Gujarat Yarn Traders,Nahar Spinning,Silvassa,GJ-27-X-2679,Failed,Weather,21325.7
D00241,30-06-2022,02-07-2022,02-07-2022,FDY,300/72,Box,10,2,8,160,Laxmi Fibre Industries,Himatsingka Seide,Vapi,GJ-41-X-4657,On Time,,19011.22
D00242,13-11-2022,15-11-2022,15-11-2022,POY,300/72,Pallet,16,42,15,10080,Gujarat Yarn Traders,Welspun Textiles,Vapi,GJ-27-X-2679,On Time,,
D00243,29-07-2024,01-08-2024,01-08-2024,POY,500/288,Pallet,13,42,15,8190,Silvassa Fibre Co,Reliance Industries,Ahmedabad,GJ-13-X-5506,On Time,,7218.41
D00244,10-02-2023,15-02-2023,15-02-2023,FDY,600/288,Box,26,2,8,416,Patel Yarn Agency,Trident Group,Pune,GJ-21-X-7912,On Time,,23973.87
D00245,16-03-2024,19-03-2024,19-03-2024,POY,400/144,Pallet,16,42,15,10080,Navsari Thread Co,Garden Silk Mills,Silvassa,GJ-87-X-1434,On Time,,10890.35
D00246,06-07-2022,11-07-2022,11-07-2022,FDY,600/288,Box,6,2,8,96,Laxmi Fibre Industries,Indo Rama Synthetics,Navsari,GJ-13-X-5506,On Time,,23733.76
D00247,21-06-2022,22-06-2022,28-06-2022,POY,500/288,Pallet,14,42,15,8820,Krishna Textile Suppliers,Arvind Mills,Silvassa,GJ-91-X-2824,Delayed,Route Issue,6355.9
D00248,21-01-2024,25-01-2024,,POY,300/72,Pallet,15,42,15,9450,Krishna Textile Suppliers,Grasim Industries,Vapi,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,21576.14
D00249,29-03-2024,30-03-2024,30-03-2024,POY,300/72,Pallet,12,42,15,7560,Surat Silk House,Indo Count Industries,Navsari,GJ-13-X-5506,On Time,,8402.1
D00250,21-09-2023,25-09-2023,29-09-2023,POY,500/288,Pallet,16,42,15,10080,Navsari Thread Co,Century Textiles,Navsari,GJ-39-X-9279,Delayed,Weather,9111.01
D00251,01-11-2022,03-11-2022,03-11-2022,FDY,600/288,Box,14,2,8,224,Ahmedabad Fibre Works,Reliance Industries,Silvassa,GJ-96-X-9935,On Time,,
D00252,27-01-2022,29-01-2022,29-01-2022,FDY,250/48,Box,8,2,8,128,Patel Yarn Agency,Raymond Fabrics,Navsari,GJ-96-X-9935,On Time,,20697.53
D00253,09-07-2022,12-07-2022,15-07-2022,POY,400/144,Pallet,15,42,15,9450,Krishna Textile Suppliers,Welspun Textiles,Silvassa,GJ-41-X-4657,Delayed,Weather,9524.85
D00254,07-04-2024,12-04-2024,12-04-2024,POY,250/48,Pallet,14,42,15,8820,Laxmi Fibre Industries,Reliance Industries,Vapi,GJ-21-X-4582,On Time,,12742.12
D00255,22-03-2022,26-03-2022,,POY,300/72,Pallet,14,42,15,8820,Vapi Yarn Depot,Reliance Industries,Silvassa,GJ-21-X-4582,Failed,Vehicle Breakdown,18550.7
D00256,07-04-2024,09-04-2024,09-04-2024,POY,500/96,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Raymond Fabrics,Vapi,GJ-96-X-9935,On Time,,24945.38
D00257,10-03-2022,11-03-2022,11-03-2022,FDY,600/288,Box,30,2,8,480,Ahmedabad Fibre Works,SRF Limited,Navsari,GJ-87-X-1434,On Time,,14163.14
D00258,03-06-2022,05-06-2022,05-06-2022,FDY,250/48,Box,18,2,8,288,Navsari Thread Co,Vardhman Group,Vapi,GJ-21-X-7912,On Time,,7019.81
D00259,02-11-2023,06-11-2023,06-11-2023,FDY,300/72,Box,17,2,8,272,Krishna Textile Suppliers,Welspun Textiles,Pune,GJ-91-X-2824,On Time,,17364.89
D00260,01-09-2022,02-09-2022,05-09-2022,FDY,300/72,Box,27,2,8,432,Shree Ram Textiles,Trident Group,Navsari,GJ-13-X-5506,Delayed,Route Issue,10606.93
D00261,24-09-2024,28-09-2024,01-10-2024,POY,500/96,Pallet,14,42,15,8820,Om Sai Yarn Traders,Century Textiles,Pune,GJ-21-X-4582,Delayed,Route Issue,13834.33
D00262,21-03-2024,23-03-2024,23-03-2024,FDY,250/48,Box,21,2,8,336,Om Sai Yarn Traders,Filatex India,Surat,GJ-27-X-2679,On Time,,15485.72
D00263,03-02-2022,07-02-2022,07-02-2022,POY,250/48,Pallet,13,42,15,8190,Surat Silk House,Pasupati Fabrics,Silvassa,GJ-91-X-2824,On Time,,15102.53
D00264,01-09-2023,05-09-2023,05-09-2023,POY,500/288,Pallet,15,42,15,9450,Rajesh Spinning Co,JBF Industries,Navsari,GJ-13-X-5506,On Time,,8270.27
D00265,20-02-2022,22-02-2022,01-03-2022,FDY,250/48,Box,17,2,8,272,Rajesh Spinning Co,Nahar Spinning,Silvassa,GJ-91-X-2824,Delayed,Weather,10381.67
D00266,27-06-2022,02-07-2022,04-07-2022,FDY,250/48,Box,25,2,8,400,Navsari Thread Co,Sutlej Textiles,Ahmedabad,GJ-21-X-4582,Delayed,Route Issue,10507.57
D00267,06-11-2022,11-11-2022,15-11-2022,FDY,250/48,Box,19,2,8,304,Shree Ram Textiles,Filatex India,Vapi,GJ-87-X-1434,Delayed,Vehicle Breakdown,21787.57
D00268,21-04-2022,25-04-2022,25-04-2022,FDY,300/72,Box,26,2,8,416,Patel Yarn Agency,Trident Group,Ahmedabad,GJ-27-X-2679,On Time,,19221.88
D00269,10-07-2024,11-07-2024,18-07-2024,POY,400/144,Pallet,13,42,15,8190,Bhavna Textiles,Trident Group,Ahmedabad,GJ-14-X-1488,Delayed,Alternate_Contact_Delivery,18108.01
D00270,06-02-2022,11-02-2022,16-02-2022,FDY,300/72,Box,28,2,8,448,Surat Silk House,Nahar Spinning,Ahmedabad,GJ-39-X-9279,Delayed,Weather,14514.7
D00271,16-06-2024,21-06-2024,21-06-2024,FDY,250/48,Box,26,2,8,416,Gujarat Yarn Traders,JBF Industries,Surat,GJ-21-X-7912,On Time,,21166.88
D00272,17-08-2022,20-08-2022,20-08-2022,POY,500/96,Pallet,14,42,15,8820,Hanuman Yarn Mills,Trident Group,Silvassa,GJ-87-X-1434,On Time,,14275.21
D00273,28-05-2023,29-05-2023,02-06-2023,POY,300/72,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Welspun Textiles,Vapi,GJ-21-X-4582,Delayed,Route Issue,24846.96
D00274,08-03-2024,09-03-2024,09-03-2024,POY,500/288,Pallet,13,42,15,8190,Bhavna Textiles,Garden Silk Mills,Surat,GJ-87-X-1434,On Time,,14041.06
D00275,13-05-2022,18-05-2022,18-05-2022,POY,300/72,Pallet,12,42,15,7560,Ahmedabad Fibre Works,Grasim Industries,Navsari,GJ-21-X-7912,On Time,,5093.38
D00276,15-07-2022,16-07-2022,22-07-2022,POY,500/288,Pallet,16,42,15,10080,Modi Spinning Mills,Himatsingka Seide,Silvassa,GJ-91-X-2824,Delayed,Weather,15066.73
D00277,16-01-2024,21-01-2024,21-01-2024,FDY,300/72,Box,19,2,8,304,Surat Silk House,Century Textiles,Ahmedabad,GJ-27-X-2679,On Time,,11854.66
D00278,22-08-2022,24-08-2022,26-08-2022,POY,300/72,Pallet,12,42,15,7560,Om Sai Yarn Traders,Arvind Mills,Silvassa,GJ-14-X-1488,Delayed,Weather,12331.83
D00279,19-02-2022,24-02-2022,,FDY,600/288,Box,24,2,8,384,Bhavna Textiles,Arvind Mills,Ahmedabad,GJ-21-X-4582,Failed,Vehicle Breakdown,13886.29
D00280,05-11-2022,09-11-2022,15-11-2022,POY,500/96,Pallet,12,42,15,7560,Navsari Thread Co,Indo Rama Synthetics,Vapi,GJ-13-X-5506,Delayed,Route Issue,22972.44
D00281,19-04-2022,23-04-2022,23-04-2022,FDY,250/48,Box,30,2,8,480,Modi Spinning Mills,Indo Count Industries,Surat,GJ-91-X-2824,On Time,,12158.44
D00282,13-08-2024,17-08-2024,17-08-2024,FDY,250/48,Box,27,2,8,432,Shree Ram Textiles,Arvind Mills,Surat,GJ-13-X-5506,On Time,,21704.64
D00283,22-10-2023,24-10-2023,24-10-2023,POY,250/48,Pallet,14,42,15,8820,Patel Yarn Agency,Indo Count Industries,Ahmedabad,GJ-21-X-7912,On Time,,8494.04
D00284,29-04-2022,30-04-2022,01-05-2022,FDY,300/72,Box,28,2,8,448,Rajesh Spinning Co,Bombay Dyeing,Vapi,GJ-96-X-9935,Delayed,Vehicle Breakdown,12150.55
D00285,07-07-2022,08-07-2022,08-07-2022,POY,500/288,Pallet,14,42,15,8820,Krishna Textile Suppliers,Indo Count Industries,Surat,GJ-13-X-5506,On Time,,14564.9
D00286,17-04-2022,21-04-2022,,POY,250/48,Pallet,13,42,15,8190,Laxmi Fibre Industries,Reliance Industries,Silvassa,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,12595.02
D00287,27-06-2024,01-07-2024,01-07-2024,FDY,300/72,Box,8,2,8,128,Gujarat Yarn Traders,Unknown,Navsari,GJ-87-X-1434,On Time,,22366.65
D00288,20-06-2023,25-06-2023,25-06-2023,POY,500/288,Pallet,16,42,15,10080,Bhavna Textiles,Nahar Spinning,Vapi,GJ-87-X-1434,On Time,,17828.09
D00289,02-06-2023,06-06-2023,13-06-2023,POY,250/48,Pallet,13,42,15,8190,Gujarat Yarn Traders,JBF Industries,Vapi,GJ-14-X-1488,Delayed,Weather,10563.14
D00290,16-04-2023,20-04-2023,24-04-2023,FDY,250/48,Box,7,2,8,112,Rajesh Spinning Co,JBF Industries,Silvassa,GJ-14-X-1488,Delayed,Vehicle Breakdown,14947.47
D00291,17-07-2023,18-07-2023,25-07-2023,FDY,250/48,Box,22,2,8,352,Hanuman Yarn Mills,Filatex India,Silvassa,GJ-27-X-2679,Delayed,Route Issue,14124.16
D00292,25-02-2024,01-03-2024,01-03-2024,FDY,300/72,Box,22,2,8,352,Om Sai Yarn Traders,Himatsingka Seide,Ahmedabad,GJ-21-X-7912,On Time,,20186.4
D00293,18-01-2023,19-01-2023,19-01-2023,FDY,600/288,Box,21,2,8,336,Silvassa Fibre Co,JBF Industries,Vapi,GJ-27-X-2679,On Time,,19431.18
D00294,09-08-2022,13-08-2022,15-08-2022,POY,250/48,Pallet,15,42,15,9450,Gujarat Yarn Traders,Century Textiles,Pune,GJ-21-X-4582,Delayed,Route Issue,18442.84
D00295,28-06-2023,29-06-2023,29-06-2023,POY,300/72,Pallet,12,42,15,7560,Ahmedabad Fibre Works,Reliance Industries,Vapi,GJ-41-X-4657,On Time,,23423.25
